Nom complet,Adresse,Email,Téléphone,Nationalité,Métier,Années d’expérience,Formation,Institution,Compétences,Certificats,Langues parlées,Hobbies,Expériences,Références,Langue du CV,Format,Template
Farhia Nour Moustapha Abdi,"Avenue Gabode, Djibouti",farhia.moustaphaabdi@example.com,25377806563,Djibouti,Géomaticien,15,Diplôme professionnel,Lycée d’État de Djibouti,"SIG, Analyse spatiale, Cartographie, Recherche, Programmation","Microsoft Certified: Azure Fundamentals (Centre de Formation Technique de Balbala), Coursera Machine Learning (Université de Djibouti)","Arabe (Débutant), Somali (Courant), Afar (Courant)","Football, Cuisine, Voyage, Musique","['Géomaticien Junior chez Hôpital Général Peltier (2022-2025): Programmation, Recherche', 'Géomaticien Junior chez Port de Djibouti (2018-2022): SIG, Cartographie, Programmation', 'Géomaticien Senior chez Port de Djibouti (2016-2018): Programmation, Recherche', 'Géomaticien chez Aéroport International de Djibouti (2014-2016): Recherche, Programmation, Analyse spatiale, Cartographie']","['Christine Hoffman, Collègue, christine.hoffman']",Français,pdf,modern
Abshir Warsame Walid Barkhad,"Cité Arhiba, Djibouti",abshir.walidbarkhad@example.com,25377184254,Djibouti,Épidémiologiste,17,Diplôme professionnel,Université de Djibouti,"Recherche, Rapport, Analyse des données, Prévention, Statistiques","First Aid Certification (Centre de Formation Technique de Balbala), PMP (École Nationale de Commerce), Google Data Analytics (Université de Djibouti)","Arabe (Débutant), Français (Courant)","Cuisine, Photographie","['Épidémiologiste Senior chez Vincent SA (2023-2025): Prévention, Rapport, Recherche', 'Épidémiologiste chez Colin Salmon S.A.S. (2022-2023): Prévention, Analyse des données', 'Épidémiologiste Junior chez Banque de Djibouti (2021-2022): Statistiques, Recherche', 'Épidémiologiste Junior chez Banque de Djibouti (2020-2021): Analyse des données, Statistiques, Prévention, Rapport', 'Épidémiologiste Senior chez Vincent (2018-2020): Prévention, Analyse des données']","['Stanley Gordon DDS, Superviseur, stanley.gordon.dds', 'Martine-Élisabeth Labbé, Manager, martine-élisabeth.labbé']",Français,pdf,modern
Dawit Ben Omar,"83575 Connie Prairie
Port Tiffanyside, TN 04854",dawit.benomar@example.com,25377450730,Ethiopian,Généticien,8,BTS en Généticien,Centre de Formation Technique de Balbala,"Rédaction scientifique, Analyse génétique, Recherche, Expérimentation, Bioinformatique",CAPES (Centre de Formation Technique de Balbala),"Amharique (Débutant), Anglais (Débutant)","Musique, Photographie, Lecture, Cuisine","['Généticien Senior chez Hôpital Général Peltier (2024-2025): Recherche, Expérimentation, Analyse génétique, Bioinformatique, Rédaction scientifique', 'Généticien chez Banque de Djibouti (2020-2024): Expérimentation, Analyse génétique, Bioinformatique', 'Généticien chez Aéroport International de Djibouti (2017-2020): Analyse génétique, Rédaction scientifique, Recherche, Bioinformatique, Expérimentation']","['Thomas Chartier, Collègue, thomas.chartier', 'Cheryl Blevins, Superviseur, cheryl.blevins']",Français,pdf,modern
Abdourahman Souad Samatar Mahdi,"Rue de Balbala, Djibouti",abdourahman.samatarmahdi@example.com,25377678273,Djibouti,Biochimiste,20,Baccalauréat,Institut de Formation Professionnelle,"Sécurité, Expérimentation, Recherche, Analyse biochimique","IELTS (Lycée d’État de Djibouti), AWS Certified Solutions Architect (Institut de Formation Professionnelle), Microsoft Certified: Azure Fundamentals (Institut de Formation Professionnelle)","Arabe (Courant), Français (Courant)","Football, Photographie","['Biochimiste Senior chez Hôpital Général Peltier (2023-2025): Sécurité, Rédaction scientifique, Analyse biochimique', 'Biochimiste Senior chez Port de Djibouti (2022-2023): Sécurité, Recherche, Rédaction scientifique', 'Biochimiste Junior chez Ministère de l’Éducation (2020-2022): Rédaction scientifique, Recherche, Sécurité, Analyse biochimique, Expérimentation', 'Biochimiste chez Valette S.A. (2017-2020): Expérimentation, Rédaction scientifique, Sécurité', 'Biochimiste Senior chez Port de Djibouti (2013-2017): Recherche, Sécurité, Expérimentation, Rédaction scientifique']","['Paul Lelièvre, Superviseur, paul.lelièvre']",Français,pdf,compact
Ayub Rukia Djamal Barkat,"Cité Arhiba, Djibouti",ayub.djamalbarkat@example.com,25377459254,Djibouti,Microbiologiste,18,Doctorat en {job},Université de Djibouti,"Sécurité, Recherche, Analyse microbiologique, Rapport, Expérimentation",First Aid Certification (Université de Djibouti),"Arabe (Intermédiaire), Somali (Intermédiaire)","Lecture, Musique, Cuisine","['Microbiologiste chez Renaud (2024-2025): Expérimentation, Analyse microbiologique, Sécurité, Recherche, Rapport', 'Microbiologiste Junior chez Hôpital Général Peltier (2019-2024): Expérimentation, Rapport, Analyse microbiologique, Sécurité', 'Microbiologiste chez Aéroport International de Djibouti (2016-2019): Expérimentation, Rapport, Recherche, Sécurité', 'Microbiologiste Junior chez Lacroix Besson S.A.S. (2011-2016): Rapport, Analyse microbiologique, Sécurité, Recherche, Expérimentation', 'Microbiologiste Senior chez Teixeira SARL (2009-2011): Rapport, Analyse microbiologique, Expérimentation, Sécurité, Recherche']","['Robert Gimenez, Collègue, robert.gimenez']",Français,pdf,modern
Mariam Batula Faysal Barre,"Cité Arhiba, Djibouti",mariam.faysalbarre@example.com,25377646727,Djibouti,Pharmacologue,12,Licence en Pharmacologue,Lycée d’État de Djibouti,"Rédaction, Sécurité, Recherche pharmacologique, Expérimentation, Analyse","CAPES (Centre de Formation Technique de Balbala), CFA Level 1 (Institut de Formation Professionnelle)","Arabe (Courant), Français (Courant)","Photographie, Lecture, Football","['Pharmacologue Junior chez Djibouti Telecom (2022-2025): Rédaction, Expérimentation', 'Pharmacologue chez Becker S.A.R.L. (2019-2022): Rédaction, Analyse', 'Pharmacologue chez Aéroport International de Djibouti (2016-2019): Rédaction, Recherche pharmacologique, Expérimentation, Analyse, Sécurité', 'Pharmacologue Senior chez Sauvage (2014-2016): Recherche pharmacologique, Rédaction, Expérimentation, Analyse, Sécurité']","['Jeremy Hernandez, Superviseur, jeremy.hernandez', 'Robin Mccormick, Manager, robin.mccormick']",Français,pdf,classic
Anab Warsame Abdi Farah,"Quartier Ambouli, Djibouti",anab.abdifarah@example.com,25377577191,Djibouti,Toxicologue,11,BTS en Toxicologue,Université de Djibouti,"Évaluation des risques, Analyse toxicologique, Recherche, Rapport, Sécurité","CFA Level 1 (École Nationale de Commerce), Microsoft Certified: Azure Fundamentals (École Nationale de Commerce)","Arabe (Intermédiaire), Français (Intermédiaire)","Photographie, Cuisine, Musique","['Toxicologue chez Électricité de Djibouti (2020-2025): Analyse toxicologique, Rapport, Recherche, Évaluation des risques, Sécurité', 'Toxicologue Junior chez Marie S.A.S. (2018-2020): Évaluation des risques, Recherche, Analyse toxicologique, Rapport, Sécurité', 'Toxicologue Junior chez Port de Djibouti (2014-2018): Évaluation des risques, Recherche, Sécurité, Analyse toxicologique, Rapport']","['Léon Petitjean, Superviseur, léon.petitjean']",Anglais,pdf,modern
Abdourahman Dini Barkat Duale,"Avenue Gabode, Djibouti",abdourahman.barkatduale@example.com,25377475032,Djibouti,Nutritionniste,11,Baccalauréat,Institut de Formation Professionnelle,"Recherche, Conseil alimentaire, Planification, Communication, Évaluation",Scrum Master (Université de Djibouti),"Arabe (Débutant), Somali (Intermédiaire), Afar (Débutant)","Lecture, Voyage, Cuisine, Football","['Nutritionniste Senior chez Hôpital Général Peltier (2020-2025): Conseil alimentaire, Recherche, Planification', 'Nutritionniste Senior chez Poirier (2018-2020): Conseil alimentaire, Planification', 'Nutritionniste Senior chez Lesage (2014-2018): Recherche, Planification']","['Jenny Steele, Superviseur, jenny.steele', 'François Renaud Le Renault, Manager, françois.renaud.le.renault']",Français,pdf,modern
Nasteexo Anisa Robleh Wais,"Avenue Gabode, Djibouti",nasteexo.roblehwais@example.com,25377193503,Djibouti,Diététicien,14,Licence en Diététicien,École Nationale de Commerce,"Planification alimentaire, Communication, Suivi, Évaluation","Scrum Master (Centre de Formation Technique de Balbala), Google Data Analytics (Institut de Formation Professionnelle), IELTS (Centre de Formation Technique de Balbala)","Arabe (Courant), Français (Intermédiaire), Anglais (Courant)","Musique, Lecture, Cuisine","['Diététicien Junior chez Djibouti Telecom (2023-2025): Conseil, Communication, Évaluation, Suivi', 'Diététicien chez Perez Giraud S.A. (2018-2023): Planification alimentaire, Suivi', 'Diététicien Senior chez Port de Djibouti (2016-2018): Planification alimentaire, Conseil, Communication', 'Diététicien Junior chez Djibouti Telecom (2014-2016): Conseil, Suivi, Planification alimentaire, Évaluation', 'Diététicien Junior chez Banque de Djibouti (2013-2014): Conseil, Évaluation, Planification alimentaire, Communication']","['Edward Garcia, Collègue, edward.garcia']",Français,pdf,modern
Duale Amal Barkat Awaleh,"Quartier Ambouli, Djibouti",duale.barkatawaleh@example.com,25377418577,Djibouti,Préparateur physique,17,Doctorat en {job},Université de Djibouti,"Communication, Planification, Entraînement, Motivation, Évaluation physique",CAPES (Lycée d’État de Djibouti),"Arabe (Courant), Français (Intermédiaire), Somali (Intermédiaire)","Football, Cuisine, Lecture, Voyage","['Préparateur physique Senior chez Aéroport International de Djibouti (2021-2025): Entraînement, Motivation, Planification', 'Préparateur physique Senior chez Meunier Sauvage SARL (2020-2021): Communication, Motivation, Planification, Entraînement, Évaluation physique', 'Préparateur physique Senior chez Godard Rossi SA (2017-2020): Planification, Communication, Entraînement, Motivation', 'Préparateur physique Junior chez Gaillard (2013-2017): Évaluation physique, Motivation, Entraînement', 'Préparateur physique chez Thomas SARL (2012-2013): Planification, Entraînement, Motivation, Communication']","['Sabrina Martin, Superviseur, sabrina.martin', 'Thibault Lebreton-Bègue, Collègue, thibault.lebreton-bègue']",Français,pdf,modern
Nadra Nasteexo Omar Abdi,"Quartier Ambouli, Djibouti",nadra.omarabdi@example.com,25377581804,Djibouti,Entraîneur,8,Diplôme professionnel,Institut de Formation Professionnelle,"Évaluation, Communication, Coaching, Planification","Microsoft Certified: Azure Fundamentals (Institut de Formation Professionnelle), CompTIA Security+ (Institut de Formation Professionnelle), IELTS (École Nationale de Commerce)","Arabe (Intermédiaire), Somali (Intermédiaire)","Football, Photographie, Cuisine, Voyage","['Entraîneur Senior chez Port de Djibouti (2021-2025): Coaching, Communication', 'Entraîneur Junior chez Gallet Gilbert SA (2018-2021): Planification, Motivation, Communication, Évaluation', 'Entraîneur chez Gay (2017-2018): Évaluation, Coaching, Motivation, Planification, Communication']","['Dorothée Bourgeois-Jean, Manager, dorothée.bourgeois-jean', 'Manon Deschamps, Superviseur, manon.deschamps']",Anglais,pdf,modern
Tahlil Sagal Saïd Deria,"Rue de Balbala, Djibouti",tahlil.saïdderia@example.com,25377750552,Djibouti,Arbitre,3,BTS en Arbitre,Lycée d’État de Djibouti,"Gestion du stress, Prise de décision, Communication, Impartialité","CFA Level 1 (Université de Djibouti), CompTIA Security+ (Institut de Formation Professionnelle), Google Data Analytics (Lycée d’État de Djibouti)","Arabe (Courant), Français (Intermédiaire), Anglais (Courant)","Voyage, Cuisine, Football, Lecture","['Arbitre Senior chez Djibouti Telecom (2023-2025): Connaissance des règles, Communication']","['Alex-Adèle Pelletier, Collègue, alex-adèle.pelletier']",Français,pdf,modern
Mahad Wais Mahdi Robleh,"Cité Arhiba, Djibouti",mahad.mahdirobleh@example.com,25377958461,Djibouti,Agent sportif,6,Diplôme professionnel,Institut de Formation Professionnelle,"Communication, Réseautage, Négociation, Connaissance du sport",Cisco CCNA (École Nationale de Commerce),"Arabe (Débutant), Français (Courant), Somali (Courant), Afar (Intermédiaire)","Cuisine, Voyage, Lecture, Musique","['Agent sportif chez Électricité de Djibouti (2024-2025): Gestion de carrière, Connaissance du sport, Négociation, Communication, Réseautage', 'Agent sportif Junior chez Djibouti Telecom (2019-2024): Communication, Connaissance du sport, Gestion de carrière, Réseautage, Négociation']","['Jennifer Gray, Collègue, jennifer.gray']",Anglais,pdf,compact
Sami Petrov,"8802 Watson Path
West Andrewshire, AS 62851",sami.petrov@example.com,25377429855,Other,Journaliste sportif,5,Doctorat en {job},Institut de Formation Professionnelle,"Communication, Connaissance sportive, Montage, Rédaction","Google Data Analytics (École Nationale de Commerce), Scrum Master (Centre de Formation Technique de Balbala), AWS Certified Solutions Architect (Institut de Formation Professionnelle)",Arabe (Débutant),"Cuisine, Football, Musique","['Journaliste sportif Senior chez Ministère de l’Éducation (2024-2025): Interview, Communication, Montage, Connaissance sportive', 'Journaliste sportif chez Djibouti Telecom (2023-2024): Montage, Rédaction, Interview, Connaissance sportive']","['Stéphane du Menard, Collègue, stéphane.du.menard']",Français,pdf,modern
Ubah Sudi Khalif Warsame,"Cité Arhiba, Djibouti",ubah.khalifwarsame@example.com,25377633746,Djibouti,Commentateur,1,BTS en Commentateur,Université de Djibouti,"Improvisation, Connaissance sportive, Commentaire en direct, Charisme","TOEFL (École Nationale de Commerce), Scrum Master (Centre de Formation Technique de Balbala), Cisco CCNA (Université de Djibouti)","Arabe (Débutant), Français (Intermédiaire)","Musique, Cuisine, Football","['Commentateur Senior chez Électricité de Djibouti (2024-2025): Commentaire en direct, Communication, Charisme, Connaissance sportive']","['Matthieu Albert, Collègue, matthieu.albert']",Français,pdf,modern
Anisa Hassanali Warsame Madar,"Rue de Balbala, Djibouti",anisa.warsamemadar@example.com,25377728179,Djibouti,Éditeur,6,Baccalauréat,Université de Djibouti,"Connaissance du marché, Révision, Planification éditoriale, Communication, Coordination",CAPES (Centre de Formation Technique de Balbala),"Arabe (Courant), Français (Courant), Somali (Intermédiaire)","Voyage, Photographie, Football, Cuisine","['Éditeur chez Aéroport International de Djibouti (2023-2025): Coordination, Révision, Planification éditoriale, Connaissance du marché', 'Éditeur Senior chez Port de Djibouti (2022-2023): Révision, Coordination', 'Éditeur chez Ministère de l’Éducation (2019-2022): Coordination, Révision, Connaissance du marché']","['Colette Labbé-Deschamps, Superviseur, colette.labbé-deschamps', 'Marc Besson, Manager, marc.besson']",Français,pdf,compact
Mahamoud Darar Abdi Barre,"Boulevard de la République, Djibouti",mahamoud.abdibarre@example.com,25377601782,Djibouti,Libraire,2,Licence en Libraire,Centre de Formation Technique de Balbala,"Conseil client, Vente, Gestion des stocks, Connaissance littéraire","Scrum Master (Lycée d’État de Djibouti), Cisco CCNA (Université de Djibouti)","Arabe (Intermédiaire), Afar (Courant)","Musique, Voyage, Photographie, Football","['Libraire Senior chez Rivière Roche S.A.S. (2024-2025): Conseil client, Gestion des stocks, Communication']","['Richard de Vincent, Collègue, richard.de.vincent', 'Richard Renaud, Manager, richard.renaud']",Français,pdf,modern
